read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,mapping_len
9050e3e1-4a66-4726-9dab-433ddf5740f6,502,2021-05-20T12:19:46Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,27784,28173,371,382
f42fe8c5-535a-4896-a37b-667f4ff87ba8,250,2021-05-20T12:19:45Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,12110,12222,109,112
92b94af2-13af-4859-98ee-b7ddbfa1c7e4,504,2021-05-20T12:19:45Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28990,29379,355,373
375da268-e798-4c02-84f6-00473454b209,500,2021-05-20T12:19:46Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,5563,5958,372,382
a75e8700-7c92-4964-b892-cf330da203c7,516,2021-05-20T12:19:46Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26197,26591,391,391
cfcf3cf4-7a97-4329-a3cb-0370a0769f85,480,2021-05-20T12:19:49Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13007,13382,334,348
31088fe7-93fb-4397-b650-65fcd449ebe0,510,2021-05-20T12:19:49Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17674,18062,362,378
97e0cbf5-65c3-4611-8d56-1a512894657a,498,2021-05-20T12:19:50Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,10075,10456,348,360
53156b12-9840-4e97-a91d-d909f1a0f1db,501,2021-05-20T12:19:49Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,11306,11699,367,377
7082fafe-9a23-4438-b289-bdabe2e06256,497,2021-05-20T12:20:02Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,6174,6548,356,366
74cfafff-e5d8-4717-98ae-a5cbdb8322f8,504,2021-05-20T12:20:02Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13918,14299,375,378
6e488512-1bcd-4ad7-9636-c7f83260f0da,501,2021-05-20T12:20:04Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,20786,21163,373,373
3111de38-341f-45b0-8ebe-cc2b5a91f356,469,2021-05-20T12:20:05Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,14571,14927,340,353
4942a689-645e-4468-b8d5-7b99ddfde69a,511,2021-05-20T12:20:07Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,11869,12252,370,376
f83d58be-f704-4b98-99ee-3160b05d6b07,491,2021-05-20T12:20:06Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,21960,22346,356,363
502878cc-6b21-4864-ad97-c93825d2882b,498,2021-05-20T12:20:07Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,12425,12802,354,371
965e49b4-6e5b-4788-96ad-227e82abff45,488,2021-05-20T12:20:08Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,18918,19295,339,355
c478853e-6ca5-4674-86f5-8d114e612181,476,2021-05-20T12:20:08Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1909,2264,349,352
16f60f5f-f557-431d-913e-9617880a347b,490,2021-05-20T12:20:09Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17379,17761,347,358
39d9f3da-3f6b-4ac0-bca6-662f992b464f,501,2021-05-20T12:20:08Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,12710,13097,372,380
6feb6bd8-70db-43d2-8617-4eb539e7b4c0,506,2021-05-20T12:20:08Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1573,1958,366,374
9edab0e6-d5a1-4e06-97fb-0433d93c8e9e,493,2021-05-20T12:20:09Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26838,27211,347,362
64a3ca82-4301-4688-859e-eb15309201db,498,2021-05-20T12:20:10Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13013,13385,361,367
84a47801-87d4-45b5-96ac-eccdc043802e,517,2021-05-20T12:20:10Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26835,27227,386,389
c0eaa7e6-2557-488f-8a4b-aa0e8780e8b8,512,2021-05-20T12:20:10Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,22515,22904,379,385
9011c389-46d8-4e4c-9dde-421849728989,511,2021-05-20T12:20:10Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,25601,25994,375,387
0765f6a1-e790-4550-93d2-4ccf83ec3675,491,2021-05-20T12:20:10Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,14545,14913,359,364
14d34da1-262d-463f-942f-5b378b7498e6,506,2021-05-20T12:20:11Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,5257,5643,371,375
1bbf5f64-2440-4e51-a425-3c21b00755a9,509,2021-05-20T12:20:10Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,5563,5958,372,384
10f8fa00-3f8a-47b6-9413-b72f5ae8b8c1,455,2021-05-20T12:20:11Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,7034,7213,175,178
166929fc-a630-448d-a789-c48bbcb1ea2d,529,2021-05-20T12:20:11Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1242,1652,393,402
86a18c88-ff90-4425-8bd9-7c5707da8ccf,488,2021-05-20T12:20:12Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1271,1652,351,364
3423397f-8579-4b75-915b-09af4a6c620c,220,2021-05-20T12:20:26Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,20473,20572,97,98
7ca16296-3384-4b97-b016-caa74ac0013b,445,2021-05-20T12:20:26Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,27785,28111,319,325
c0783d40-42d4-4e8d-8e1d-6800526a98fe,524,2021-05-20T12:20:29Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,25915,26315,370,390
7574d299-3762-44c8-b083-080db3e75933,512,2021-05-20T12:20:30Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17064,17452,369,378
7ff996d7-c315-4d01-99aa-d81fe044c9f1,536,2021-05-20T12:20:30Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,18253,18674,405,413
7655088c-51b6-4fc7-bda0-b715bb897d6e,462,2021-05-20T12:20:30Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,10119,10460,332,335
e5c9baa2-fcaf-426a-9819-5ca98f6f9603,492,2021-05-20T12:20:32Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,642,1028,350,363
98186211-3d82-497b-b384-62884f0354fb,517,2021-05-20T12:20:32Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1880,2264,373,382
cab7de48-20f9-42c2-be1b-935d4cf2b2b3,490,2021-05-20T12:20:32Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26856,27226,359,365
d675aed8-3caa-4e68-9ed7-bc7c091867d5,520,2021-05-20T12:20:35Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1242,1652,391,401
d8fa33c7-db69-48e4-a46f-6c210654f960,529,2021-05-20T12:20:34Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,18274,18671,354,371
35440983-87b3-45a1-95f0-03ff5f3e2712,495,2021-05-20T12:20:35Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13918,14299,367,376
9c18fa9f-eb01-48e8-88c0-4598ff6a7967,515,2021-05-20T12:20:35Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,16131,16506,346,366
01ac5bed-9957-4d25-aaf8-695785783671,491,2021-05-20T12:20:36Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,4636,5018,361,369
e6796755-09c9-4070-b0c4-0818331adb01,507,2021-05-20T12:20:49Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,27784,28173,370,383
1e8992bd-adf2-4b64-8a8a-dd8a7f3f6745,489,2021-05-20T12:20:50Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,21074,21456,361,372
c477fdc8-6a44-49bf-a3b2-0cf8f644777c,486,2021-05-20T12:20:49Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13611,13963,322,339
7eed5e7f-b155-4bff-a0b6-ca6411b64ada,502,2021-05-20T12:20:49Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,11313,11693,354,368
b2143faf-1655-400d-b5a2-531d9fb251fa,499,2021-05-20T12:20:49Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,642,1028,365,375
dd36ae8c-0bad-43db-b914-77524710f9f7,531,2021-05-20T12:20:51Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,2826,3210,357,373
53895c24-5531-4a8c-9306-947fde71855f,514,2021-05-20T12:20:52Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,23122,23523,391,397
c728801c-9d2d-4de1-9446-f5b7b78a4a90,489,2021-05-20T12:20:52Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13319,13689,360,364
2043c4ec-f614-4bf0-a67a-60a7b1c18f71,477,2021-05-20T12:20:53Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,6167,6548,369,373
5f84ded0-3893-4f2f-a9bb-2d5b313ca6d2,515,2021-05-20T12:20:53Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,27147,27533,373,381
f7b208f8-9388-499a-b934-d63f526a50d7,498,2021-05-20T12:20:52Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15827,16210,373,379
20f5f58e-0d05-44d2-9907-5b7bdfa021bd,496,2021-05-20T12:20:54Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,7304,7684,366,376
4d380533-ba61-4a34-baa3-f7aca699b9aa,507,2021-05-20T12:20:56Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,11306,11686,372,375
9997d317-fd81-4f53-80a4-2ab427067dc5,495,2021-05-20T12:20:54Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13601,13984,352,363
5caa5d6d-459c-405f-8500-9621acbd88c4,485,2021-05-20T12:20:55Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13319,13689,362,368
1fc34bf2-db06-4b40-b699-79e7f32e5111,499,2021-05-20T12:20:58Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,8889,9273,360,372
02bf587d-3f59-464d-84dc-16b7e1dba84a,507,2021-05-20T12:21:00Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,11863,12254,373,384
c07c2af3-752b-470c-aa19-4898e68fd46d,496,2021-05-20T12:20:59Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,18600,18980,368,374
3aa2b30e-a39e-473a-b4aa-0050fa14f149,496,2021-05-20T12:21:00Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,3143,3531,347,371
9da143cf-e125-4421-8871-02c2d542c3d7,507,2021-05-20T12:21:12Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,24982,25374,382,385
3c447abc-85d6-4b66-ac10-1401091a4b5a,499,2021-05-20T12:21:12Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,10360,10762,354,379
ac71401f-4b67-447a-be79-2162d41aeb47,528,2021-05-20T12:21:12Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,8249,8661,407,407
d5a40959-70a4-4d6d-b51f-5bc4f1aadeaa,513,2021-05-20T12:21:13Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,27141,27533,345,369
c2765d54-62ca-4b4a-b2b3-1f579ec783bb,503,2021-05-20T12:21:12Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,14864,15245,368,376
149e9999-6f50-4795-b542-92bf7b4c2aff,512,2021-05-20T12:21:13Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26527,26913,379,381
cd68e5be-1da6-40ee-9276-9096ff877b1e,891,2021-05-20T12:21:14Z,barcode15,?,29904,0,0,374,375
cc8e02c3-c4c0-48bf-936a-6c4cf515843d,501,2021-05-20T12:21:16Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,24978,25369,368,374
5c6220a8-d2e2-4cc9-83fd-7a11f9f2eff4,510,2021-05-20T12:21:17Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26520,26913,373,381
4ac89a25-ceb3-4f66-b314-7ddb24a9aeef,507,2021-05-20T12:21:16Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,30,410,356,364
a64093d9-a772-4ce0-95b0-e0bfac21b352,523,2021-05-20T12:21:16Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,14205,14601,385,392
3631b39f-cecb-4bd3-b749-86d83c734559,518,2021-05-20T12:21:18Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,23442,23848,380,393
75287d60-7c0f-4ef3-8113-df58acd57a6a,519,2021-05-20T12:21:17Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,18895,19302,384,395
b0374c58-cf99-4c45-bfbf-073b7f8d2218,504,2021-05-20T12:21:17Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,642,1028,361,374
c65e6bda-e2ca-48de-84fc-51c4d1fbddee,496,2021-05-20T12:21:19Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17966,18349,360,372
0c6bf200-8272-4ba1-b5dc-ad6f89f23b4e,512,2021-05-20T12:21:18Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,2503,2903,378,388
38319f2c-5209-4be8-b920-bc438f58baee,510,2021-05-20T12:21:19Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,17064,17452,381,385
9261d54c-6b6d-4f26-a3fa-0199145eca3a,494,2021-05-20T12:21:21Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,20786,21169,342,364
730f097e-e64e-42ef-b726-20f0249a3b9b,530,2021-05-20T12:21:21Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,10665,11074,393,404
79d4a6bc-fdfd-404d-90dc-f4ab90d40381,499,2021-05-20T12:21:21Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,8595,8983,371,376
850bcff5-fa51-471d-a081-96c35f1b269d,503,2021-05-20T12:21:20Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,21074,21456,358,369
4eb52c3e-a3a9-4210-adf3-387cb0e190e6,488,2021-05-20T12:21:22Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28081,28464,359,367
21af495b-a72d-4a74-b5c2-f0ef86864d9e,347,2021-05-20T12:21:20Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,21551,21744,188,189
8047dfe2-0a9f-4120-9be7-a07121cdd2d3,513,2021-05-20T12:21:21Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,15171,15560,377,383
ab5774c2-1162-4017-8156-c95c72fbd82d,527,2021-05-20T12:21:22Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1242,1652,390,403
dbef784d-e080-45d7-a031-843df3c9a92c,511,2021-05-20T12:21:23Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,3143,3531,368,383
33e2078a-3f53-42d0-8f58-f7227161d274,500,2021-05-20T12:21:23Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26197,26589,372,377
0d73e911-3538-4810-8c52-624609632114,504,2021-05-20T12:21:23Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,4296,4684,354,372
694a68eb-3062-4542-aea4-6681343c3a60,492,2021-05-20T12:21:23Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,4649,5017,360,365
ce4bc0fc-5bbf-4f21-aea6-48093df4b413,475,2021-05-20T12:21:22Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28986,29347,339,348
ee4bfaed-e3ff-4cde-b771-a3396971697f,479,2021-05-20T12:21:23Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,18302,18674,337,352
68524ff2-50b4-4a20-88eb-58efb523df45,505,2021-05-20T12:21:25Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,9483,9859,371,374
6b5f52c9-6397-4990-9046-94c201b9ac28,522,2021-05-20T12:21:24Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26204,26583,362,366
5f24d88a-50cd-424a-b9cd-cabbb1b6dd81,491,2021-05-20T12:21:23Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,6167,6535,341,355
5c2a4629-4832-427d-9fff-e8b078654aa8,794,2021-05-20T12:21:25Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,3162,3531,354,358
445689b8-fbbc-491a-9d27-c22778b5fa64,501,2021-05-20T12:21:26Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,5262,5645,369,374
0bd5eec3-1227-4673-99f5-63a681a56c03,505,2021-05-20T12:21:26Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,30,403,361,364
4828ef76-c5e5-44cd-9fa1-697019013a55,514,2021-05-20T12:21:26Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,27784,28173,375,386
2eb49a8a-02b8-4639-9bf4-c624b88b216f,513,2021-05-20T12:21:26Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,3143,3531,372,379
d0481e60-cb98-4c05-9a7c-b3de13ecbbdf,542,2021-05-20T12:21:26Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,2180,2592,407,409
fbee57c1-c161-4526-aa90-8dda24a1256a,494,2021-05-20T12:21:27Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,11863,12256,385,390
93f890de-7e2a-4e13-b3ee-2a9fc826f55a,507,2021-05-20T12:21:28Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,20472,20857,379,383
403eb1af-1daa-41cc-bfa0-615a8e6b7ca5,492,2021-05-20T12:21:28Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,4069,4426,335,346
54de489f-31fa-4817-b5a3-5b117eaeff22,509,2021-05-20T12:21:28Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,11863,12252,368,382
10729a59-bbf8-4a24-85b7-206a9c7ce811,513,2021-05-20T12:21:29Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,25278,25669,367,380
328d041a-65e3-4818-9388-bb455826150b,510,2021-05-20T12:21:29Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,8249,8634,372,375
bb973ebc-8202-4066-bd88-8311d267c333,516,2021-05-20T12:21:30Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,23122,23523,390,398
d54a3933-b05f-41fb-8d13-5d838b7e8374,529,2021-05-20T12:21:30Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,23122,23518,382,389
6d40aa8a-09cb-4a90-8ec9-5cafe95dfcfd,518,2021-05-20T12:21:32Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,18895,19298,396,398
12b8fd85-c19e-48cc-bb0d-5843b498d0ac,520,2021-05-20T12:21:32Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,23122,23523,386,393
446a6402-005b-41ad-9d4d-c783d7b7271b,507,2021-05-20T12:21:32Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,20786,21169,369,374
52ad15cf-bdeb-4fd1-81d4-1232b465f104,457,2021-05-20T12:21:31Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,11863,12208,327,334
23b37ecb-faef-44fa-914d-052916b01c0d,508,2021-05-20T12:21:33Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,25282,25673,373,379
33828435-ad83-4d47-b6e9-6584dbe37f39,514,2021-05-20T12:21:33Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,2503,2905,389,391
4a1dbb12-d1a4-4f0f-bea8-a2825266af72,490,2021-05-20T12:21:33Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,24978,25368,371,377
8b3d270d-9583-46ff-9b9c-6101b8bd1c54,487,2021-05-20T12:21:34Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,10998,11395,352,365
4b0c8166-7353-457f-baac-faf9d92731fd,496,2021-05-20T12:21:33Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,11306,11693,364,374
0235398d-22ca-472c-b254-9c5e3e47ab1b,501,2021-05-20T12:21:34Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28081,28464,355,372
4a93f043-7f29-43fe-bc08-ad58d2be44d4,518,2021-05-20T12:21:33Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,24390,24790,376,389
41df1803-c150-4671-9e26-010b4cead464,506,2021-05-20T12:21:35Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,9476,9859,364,376
da08143f-89d7-457c-854b-dea1614b6109,510,2021-05-20T12:21:34Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28987,29379,381,389
2b4ed2e1-5cf2-47ba-8465-e629f2de7c1c,278,2021-05-20T12:21:34Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,26467,26591,118,123
889ff0ae-7352-445f-bc3c-cda91f016c26,503,2021-05-20T12:21:35Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,1875,2260,355,372
ad87ff49-1609-4d65-9842-ae9984b83e02,512,2021-05-20T12:21:36Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,11863,12256,384,384
58ee8795-69e0-4dc7-a481-09e7535139c5,487,2021-05-20T12:21:35Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,28089,28464,353,364
a88e8742-658e-4829-94b7-6d7a4345100f,499,2021-05-20T12:21:37Z,barcode15,nCoV2019|Wuhan-Hu-1|MN908947|China|Wuhan|2019-12,29904,13918,14297,371,372
